,CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,TNR_SF,TNR_LF,DATA_QUALITY_FLAG,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,CHARACTERISTIC_NOTE,C1_COUNT_TOTAL,SYMBOL,C2_COUNT_MEN+,SYMBOL.1,C3_COUNT_WOMEN+,SYMBOL.2,C10_RATE_TOTAL,SYMBOL.3,C11_RATE_MEN+,SYMBOL.4,C12_RATE_WOMEN+,SYMBOL.5
399085,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1805,  Ethiopian,,405.0,,200.0,,205.0,,0.1,,0.1,,0.1,
399086,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1806,"  Hispanic, n.o.s.",144.0,1135.0,,495.0,,635.0,,0.2,,0.2,,0.2,
399087,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1807,  Peruvian,,1015.0,,505.0,,515.0,,0.2,,0.2,,0.2,
399088,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1808,  Yoruba,,125.0,,85.0,,40.0,,0.0,,0.0,,0.0,
399089,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1809,  Cambodian (Khmer),,615.0,,285.0,,335.0,,0.1,,0.1,,0.1,
399090,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1810,  Berber,,175.0,,115.0,,60.0,,0.0,,0.0,,0.0,
399091,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1811,  Albanian,,320.0,,170.0,,150.0,,0.0,,0.1,,0.0,
399092,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1812,  Maltese,,355.0,,185.0,,175.0,,0.1,,0.1,,0.1,
399093,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1813,  Macedonian,,275.0,,140.0,,140.0,,0.0,,0.0,,0.0,
399094,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1814,  Slovenian,,760.0,,370.0,,390.0,,0.1,,0.1,,0.1,
399095,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1815,"  Western European, n.o.s.",145.0,1095.0,,515.0,,580.0,,0.2,,0.2,,0.2,
399096,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1816,  New Brunswicker,,105.0,,50.0,,60.0,,0.0,,0.0,,0.0,
399097,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1817,  Gujarati,,375.0,,180.0,,195.0,,0.1,,0.1,,0.1,
399098,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1818,  Eritrean,,220.0,,120.0,,95.0,,0.0,,0.0,,0.0,
399099,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1819,  African Canadian,,220.0,,130.0,,90.0,,0.0,,0.0,,0.0,
399100,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1820,  Israeli,,1285.0,,625.0,,655.0,,0.2,,0.2,,0.2,
399101,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1821,  Mohawk,,210.0,,120.0,,85.0,,0.0,,0.0,,0.0,
399102,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1822,"  Czechoslovakian, n.o.s.",146.0,470.0,,215.0,,255.0,,0.1,,0.1,,0.1,
399103,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1823,  Bulgarian,,720.0,,345.0,,370.0,,0.1,,0.1,,0.1,
399104,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1824,  Albertan,,200.0,,120.0,,80.0,,0.0,,0.0,,0.0,
399105,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1825,  Ghanaian,,315.0,,175.0,,145.0,,0.0,,0.1,,0.0,
399106,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1826,  Barbadian,,230.0,,130.0,,100.0,,0.0,,0.0,,0.0,
399107,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1827,  African American,,795.0,,450.0,,345.0,,0.1,,0.1,,0.1,
399108,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1828,"  Yugoslavian, n.o.s.",147.0,720.0,,335.0,,380.0,,0.1,,0.1,,0.1,
399109,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1829,  Tunisian,,150.0,,90.0,,60.0,,0.0,,0.0,,0.0,
399110,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1830,"  Slavic, n.o.s.",148.0,1075.0,,570.0,,510.0,,0.2,,0.2,,0.2,
399111,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1831,  Cuban,,335.0,,170.0,,165.0,,0.1,,0.1,,0.0,
399112,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1832,  Bosnian,,810.0,,360.0,,455.0,,0.1,,0.1,,0.1,
399113,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1833,  Venezuelan,,515.0,,235.0,,280.0,,0.1,,0.1,,0.1,
399114,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1834,"  Innu/Montagnais, n.o.s.",149.0,35.0,,10.0,,20.0,,0.0,,0.0,,0.0,
399115,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1835,  Latvian,,815.0,,410.0,,410.0,,0.1,,0.1,,0.1,
399116,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1836,  Bengali,,445.0,,270.0,,175.0,,0.1,,0.1,,0.1,
399117,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1837,  Cameroonian,,40.0,,35.0,,10.0,,0.0,,0.0,,0.0,
399118,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1838,  Guatemalan,,325.0,,190.0,,130.0,,0.0,,0.1,,0.0,
399119,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1839,  Indonesian,,1670.0,,820.0,,850.0,,0.3,,0.3,,0.3,
399120,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1840,  Laotian,,255.0,,90.0,,170.0,,0.0,,0.0,,0.1,
399121,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1841,  Ilocano,,1140.0,,510.0,,630.0,,0.2,,0.2,,0.2,
399122,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1842,  Northern Irish,,665.0,,310.0,,355.0,,0.1,,0.1,,0.1,
399123,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1843,"  Celtic, n.o.s.",150.0,1055.0,,545.0,,510.0,,0.2,,0.2,,0.2,
399124,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1844,  British Columbian,,1345.0,,690.0,,650.0,,0.2,,0.2,,0.2,
399125,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1845,  Ecuadorian,,360.0,,190.0,,170.0,,0.1,,0.1,,0.1,
399126,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1846,  Franco Ontarian,,70.0,,50.0,,20.0,,0.0,,0.0,,0.0,
399127,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1847,  Argentinian,,505.0,,255.0,,250.0,,0.1,,0.1,,0.1,
399128,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1848,  Estonian,,730.0,,330.0,,405.0,,0.1,,0.1,,0.1,
399129,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1849,  Kurdish,,735.0,,355.0,,380.0,,0.1,,0.1,,0.1,
399130,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1850,  Fijian,,1860.0,,810.0,,1050.0,,0.3,,0.3,,0.3,
399131,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1851,  Jatt,,325.0,,145.0,,185.0,,0.0,,0.0,,0.1,
399132,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1852,"  North American, n.o.s.",151.0,210.0,,120.0,,90.0,,0.0,,0.0,,0.0,
399133,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1853,  Coptic,,50.0,,30.0,,20.0,,0.0,,0.0,,0.0,
399134,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1854,  Thai,,1360.0,,530.0,,830.0,,0.2,,0.2,,0.2,
399135,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1855,  Dominican,,180.0,,85.0,,95.0,,0.0,,0.0,,0.0,
399136,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1856,  Nepali,,320.0,,160.0,,155.0,,0.0,,0.1,,0.0,
399137,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1857,  Kabyle,,30.0,,15.0,,20.0,,0.0,,0.0,,0.0,
399138,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1858,  Assyrian,,40.0,,15.0,,25.0,,0.0,,0.0,,0.0,
399139,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1859,  Igbo,,60.0,,40.0,,20.0,,0.0,,0.0,,0.0,
399140,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1860,  Byelorussian,,425.0,,195.0,,230.0,,0.1,,0.1,,0.1,
399141,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1861,"  Dene, n.o.s.",152.0,70.0,,40.0,,30.0,,0.0,,0.0,,0.0,
399142,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1862,"  Blackfoot, n.o.s.",153.0,145.0,,85.0,,55.0,,0.0,,0.0,,0.0,
399143,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1863,  Abenaki,,40.0,,30.0,,10.0,,0.0,,0.0,,0.0,
399144,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1864,  Moldovan,,215.0,,95.0,,120.0,,0.0,,0.0,,0.0,
399145,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1865,"  Iroquois (Haudenosaunee), n.o.s.",154.0,100.0,,40.0,,55.0,,0.0,,0.0,,0.0,
399146,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1866,  New Zealander,,1225.0,,640.0,,590.0,,0.2,,0.2,,0.2,
399147,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1867,  Sudanese,,165.0,,85.0,,75.0,,0.0,,0.0,,0.0,
399148,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1868,  Breton,,115.0,,60.0,,50.0,,0.0,,0.0,,0.0,
399149,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1869,  Pennsylvania Dutch,,135.0,,60.0,,75.0,,0.0,,0.0,,0.0,
399150,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1870,  Malaysian,,1290.0,,570.0,,720.0,,0.2,,0.2,,0.2,
399151,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1871,  Plains Cree,,130.0,,85.0,,45.0,,0.0,,0.0,,0.0,
399152,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1872,"  North African, n.o.s.",155.0,160.0,,105.0,,55.0,,0.0,,0.0,,0.0,
399153,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1873,  Huron (Wendat),,60.0,,30.0,,30.0,,0.0,,0.0,,0.0,
399154,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1874,  Saskatchewanian,,190.0,,80.0,,110.0,,0.0,,0.0,,0.0,
399155,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1875,  Buddhist,,1045.0,,480.0,,565.0,,0.2,,0.2,,0.2,
399156,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1876,  Gaspesian,,15.0,,10.0,,10.0,,0.0,,0.0,,0.0,
399157,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1877,  Norman,,110.0,,75.0,,35.0,,0.0,,0.0,,0.0,
399158,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1878,"  Southern or East African, n.o.s.",156.0,280.0,,145.0,,135.0,,0.0,,0.0,,0.0,
399159,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1879,  Ivorian,,15.0,,0.0,,15.0,,0.0,,0.0,,0.0,
399160,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1880,  Saulteaux,,110.0,,60.0,,55.0,,0.0,,0.0,,0.0,
399161,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1881,"  Anishinaabe, n.o.s.",157.0,110.0,,40.0,,70.0,,0.0,,0.0,,0.0,
399162,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1882,  Burundian,,80.0,,25.0,,55.0,,0.0,,0.0,,0.0,
399163,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1883,  Tigrinya,,105.0,,60.0,,50.0,,0.0,,0.0,,0.0,
399164,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1884,  Nicaraguan,,395.0,,200.0,,195.0,,0.1,,0.1,,0.1,
399165,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1885,  Mauritian,,135.0,,80.0,,60.0,,0.0,,0.0,,0.0,
399166,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1886,  Kenyan,,355.0,,165.0,,190.0,,0.1,,0.1,,0.1,
399167,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1887,  Oji-Cree,,25.0,,10.0,,15.0,,0.0,,0.0,,0.0,
399168,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1888,  Vincentian,,40.0,,25.0,,10.0,,0.0,,0.0,,0.0,
399169,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1889,  Jordanian,,120.0,,80.0,,40.0,,0.0,,0.0,,0.0,
399170,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1890,  Manitoban,,180.0,,95.0,,85.0,,0.0,,0.0,,0.0,
399171,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1891,  Cape Bretoner,,45.0,,20.0,,25.0,,0.0,,0.0,,0.0,
399172,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1892,  Rwandan,,135.0,,80.0,,50.0,,0.0,,0.0,,0.0,
399173,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1893,  Grenadian,,25.0,,25.0,,0.0,,0.0,,0.0,,0.0,
399174,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1894,  Malayali,,155.0,,75.0,,80.0,,0.0,,0.0,,0.0,
399175,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1895,  Chaldean,,70.0,,30.0,,45.0,,0.0,,0.0,,0.0,
399176,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1896,  Sinhalese,,180.0,,85.0,,100.0,,0.0,,0.0,,0.0,
399177,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1897,  Mayan,,455.0,,230.0,,225.0,,0.1,,0.1,,0.1,
399178,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1898,  Honduran,,265.0,,130.0,,130.0,,0.0,,0.0,,0.0,
399179,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1899,  Cherokee,,180.0,,75.0,,105.0,,0.0,,0.0,,0.0,
399180,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1900,  Qalipu Mi'kmaq,,15.0,,10.0,,10.0,,0.0,,0.0,,0.0,
399181,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1901,  Indo-Caribbean,,95.0,,40.0,,50.0,,0.0,,0.0,,0.0,
399182,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1902,  Flemish,,240.0,,115.0,,120.0,,0.0,,0.0,,0.0,
399183,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1903,  United Empire Loyalist,,115.0,,75.0,,40.0,,0.0,,0.0,,0.0,
399184,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1904,  Senegalese,,30.0,,20.0,,10.0,,0.0,,0.0,,0.0,
399185,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1905,  Azerbaijani,,245.0,,115.0,,130.0,,0.0,,0.0,,0.0,
399186,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1906,  Sicilian,,150.0,,80.0,,70.0,,0.0,,0.0,,0.0,
399187,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1907,  Pashtun,,105.0,,55.0,,55.0,,0.0,,0.0,,0.0,
399188,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1908,  Malay,,590.0,,310.0,,275.0,,0.1,,0.1,,0.1,
399189,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1909,  Goan,,200.0,,95.0,,105.0,,0.0,,0.0,,0.0,
399190,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1910,"  Bantu, n.o.s.",158.0,25.0,,10.0,,15.0,,0.0,,0.0,,0.0,
399191,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1911,  Tibetan,,100.0,,40.0,,60.0,,0.0,,0.0,,0.0,
399192,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1912,  Zimbabwean,,160.0,,75.0,,90.0,,0.0,,0.0,,0.0,
399193,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1913,  Burmese,,460.0,,240.0,,220.0,,0.1,,0.1,,0.1,
399194,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1914,  Mongolian,,360.0,,150.0,,205.0,,0.1,,0.0,,0.1,
399195,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1915,  Azorean,,60.0,,20.0,,40.0,,0.0,,0.0,,0.0,
399196,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1916,  Atikamekw,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399197,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1917,  Bamileke,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399198,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1918,  Indo-Guyanese,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399199,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1919,  Ugandan,,200.0,,95.0,,105.0,,0.0,,0.0,,0.0,
399200,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1920,  Oromo,,180.0,,85.0,,95.0,,0.0,,0.0,,0.0,
399201,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1921,  Tanzanian,,190.0,,90.0,,100.0,,0.0,,0.0,,0.0,
399202,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1922,  Yemeni,,85.0,,50.0,,40.0,,0.0,,0.0,,0.0,
399203,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1923,  Central African,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399204,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1924,  Libyan,,145.0,,95.0,,50.0,,0.0,,0.0,,0.0,
399205,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1925,  Basque,,320.0,,175.0,,145.0,,0.0,,0.1,,0.0,
399206,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1926,  Uruguayan,,130.0,,95.0,,30.0,,0.0,,0.0,,0.0,
399207,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1927,"  Akan, n.o.s.",159.0,25.0,,20.0,,10.0,,0.0,,0.0,,0.0,
399208,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1928,"  Central or West African, n.o.s.",160.0,135.0,,80.0,,55.0,,0.0,,0.0,,0.0,
399209,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1929,  Igorot,,320.0,,155.0,,165.0,,0.0,,0.0,,0.0,
399210,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1930,  Fulani,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399211,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1931,  Woodland Cree,,10.0,,10.0,,0.0,,0.0,,0.0,,0.0,
399212,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1932,  Guinean,,35.0,,10.0,,20.0,,0.0,,0.0,,0.0,
399213,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1933,  St. Lucian,,25.0,,25.0,,0.0,,0.0,,0.0,,0.0,
399214,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1934,  Prince Edward Islander,,25.0,,10.0,,20.0,,0.0,,0.0,,0.0,
399215,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1935,  Maliseet,,20.0,,10.0,,10.0,,0.0,,0.0,,0.0,
399216,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1936,  Beninese,,30.0,,15.0,,20.0,,0.0,,0.0,,0.0,
399217,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1937,  Telugu,,105.0,,65.0,,35.0,,0.0,,0.0,,0.0,
399218,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1938,  Roma,,125.0,,60.0,,65.0,,0.0,,0.0,,0.0,
399219,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1939,  Costa Rican,,250.0,,120.0,,130.0,,0.0,,0.0,,0.0,
399220,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1940,  African Nova Scotian,,15.0,,0.0,,10.0,,0.0,,0.0,,0.0,
399221,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1941,  Malagasy,,30.0,,15.0,,10.0,,0.0,,0.0,,0.0,
399222,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1942,  Kashmiri,,50.0,,20.0,,30.0,,0.0,,0.0,,0.0,
399223,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1943,  Singaporean,,735.0,,325.0,,410.0,,0.1,,0.1,,0.1,
399224,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1944,  Karen,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399225,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1945,  Edo,,10.0,,10.0,,0.0,,0.0,,0.0,,0.0,
399226,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1946,  Tajik,,55.0,,35.0,,15.0,,0.0,,0.0,,0.0,
399227,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1947,  Amhara,,35.0,,25.0,,10.0,,0.0,,0.0,,0.0,
399228,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1948,  Paraguayan,,90.0,,60.0,,30.0,,0.0,,0.0,,0.0,
399229,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1949,Total - Religion for the population in private households - 25% sample data,161.0,650380.0,,317885.0,,332495.0,,100.0,,100.0,,100.0,
399230,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1950,  Buddhist,,26245.0,,10845.0,,15400.0,,4.0,,3.4,,4.6,
399231,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1951,  Christian,,194365.0,,88655.0,,105710.0,,29.9,,27.9,,31.8,
399232,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1952,"    Christian, n.o.s.",162.0,44395.0,,20505.0,,23890.0,,6.8,,6.5,,7.2,
399233,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1953,    Anabaptist,,1425.0,,645.0,,785.0,,0.2,,0.2,,0.2,
399234,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1954,    Anglican,,11970.0,,5385.0,,6580.0,,1.8,,1.7,,2.0,
399235,2021,2021A00055915022,5915022,Census subdivision,"Vancouver, City (CY)",3.8,4.8,0,1955,    Baptist,,4705.0,,2080.0,,2625.0,,0.7,,0.7,,0.8,
