YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2017;The Permanent;http://thepermanent.ca;Community Space;Community Centre/Hall;330 W Pender St, Vancouver, BC, V6B 1T3;Downtown;Privately Owned;7000;279;Yes;"{""coordinates"": [-123.1117385, 49.2822111], ""type"": ""Point""}";49.2822111, -123.1117385
2017;Theatre la Seizieme/Studio 16;www.seizieme.ca?;Studio/Rehearsal;Rehearsal Studio;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;120;Yes;"{""coordinates"": [-123.140093, 49.2655999], ""type"": ""Point""}";49.2655999, -123.140093
2017;UBC School of Music;www.music.ubc.ca;Educational;Educational Institution;6361 Memorial Rd, Vancouver, BC, V6T 1Z2;UBC;Other;;;Yes;"{""coordinates"": [-123.256757, 49.267358], ""type"": ""Point""}";49.267358, -123.256757
2017;Vancouver Aboriginal Friendship Centre;http://www.vafcs.org/;Community Space;Community Centre/Hall;1607 E Hastings St, Vancouver, BC, V5L 1S9;Grandview-Woodland;Other;;;Yes;"{""coordinates"": [-123.0724904, 49.2813439], ""type"": ""Point""}";49.2813439, -123.0724904
2017;Vancouver Access Artist Run Centre;www.accessgallery.ca;Museum/Gallery;Museum/Gallery;222 E Georgia St, Vancouver, BC, V6A 1Z7;Strathcona;Privately Owned;1020;;Yes;"{""coordinates"": [-123.098757, 49.278453], ""type"": ""Point""}";49.278453, -123.098757
2017;Vancouver Alpen Club;http://www.vancouveralpenclub.ca/;Community Space;Community Centre/Hall;4875 Victoria Dr, Vancouver, BC, V5N 4P3;Kensington-Cedar Cottage;Privately Owned;8000;;Yes;"{""coordinates"": [-123.0657006, 49.2406492], ""type"": ""Point""}";49.2406492, -123.0657006
2017;Vancouver Art Gallery North Plaza;;Community Space;Plaza/Park/Band Shell;850 W Georgia St, Vancouver, BC, V6Z 2H7;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.119848, 49.283113], ""type"": ""Point""}";49.283113, -123.119848
2017;Vancouver Art Gallery Offsite;http://www.vanartgallery.bc.ca/the_exhibitions/public_art.html;Museum/Gallery;Museum/Gallery;1100 W Georgia St, Vancouver, BC, V6E 0A8;West End;City of Vancouver;34033;;Yes;"{""coordinates"": [-123.124298, 49.286205], ""type"": ""Point""}";49.286205, -123.124298
2017;Vancouver East Cultural Centre - Historic Theatre;www.thecultch.com?;Theatre/Performance;Theatre;1895 Venables St, Vancouver, BC, V5L 2H6;Grandview-Woodland;City of Vancouver;25000;195;Yes;"{""coordinates"": [-123.065797, 49.276674], ""type"": ""Point""}";49.276674, -123.065797
2017;Vancouver Holocaust Education Centre;www.vhec.org?;Museum/Gallery;Museum/Gallery;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;;;Yes;"{""coordinates"": [-123.126013, 49.233442], ""type"": ""Point""}";49.233442, -123.126013
2017;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}";49.277465, -123.147587
2017;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""coordinates"": [-123.1151119, 49.2804357], ""type"": ""Point""}";49.2804357, -123.1151119
2017;West 6th Artists Studios;http://vancouver.ca/people-programs/about-the-artist-studios.aspx;Studio/Rehearsal;Artist Studio;1571 W 6th Av, Vancouver, BC, V6J 1R1;Fairview;City of Vancouver;400;;Yes;"{""coordinates"": [-123.1401944, 49.266238], ""type"": ""Point""}";49.266238, -123.1401944
2017;Winsor Gallery;www.winsorgallery.com;Museum/Gallery;Museum/Gallery;258 E 1st Ave, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}";49.2689553, -123.0984496
2017;Wise Club Hall;www.wisehall.ca;Theatre/Performance;Performance Space;1882 Adanac St, Vancouver, BC, V5L 2E2;Grandview-Woodland;Non-Profit;2600;225;Yes;"{""coordinates"": [-123.0660915, 49.2772414], ""type"": ""Point""}";49.2772414, -123.0660915
2017;Woodward's Atrium;;Theatre/Performance;Performance Space;111 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.107579, 49.282541], ""type"": ""Point""}";49.282541, -123.107579
2016;221A Artist Run Centre;www.221a.ca/?;Museum/Gallery;Museum/Gallery;221 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;9000;;Yes;"{""coordinates"": [-123.098796, 49.278786], ""type"": ""Point""}";49.278786, -123.098796
2016;Anza Club (Australia-New Zealand Association);http://www.anzaclub.org;Theatre/Performance;Performance Space;3 W 8th Av, Vancouver, BC, V5Y 1M8;Mount Pleasant;Non-Profit;2885;135;Yes;"{""coordinates"": [-123.105108, 49.263974], ""type"": ""Point""}";49.263974, -123.105108
2016;Arts Club Theatre - Backstage Lounge;www.thebackstagelounge.com;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;1585 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;;60;Yes;"{""coordinates"": [-123.134363, 49.272102], ""type"": ""Point""}";49.272102, -123.134363
2016;Artstarts in Schools;www.artstarts.com;Museum/Gallery;Museum/Gallery;808 Richards St, Vancouver, BC, V6B 3A7;Downtown;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}";49.2799985, -123.1179808
2016;Astorino's Hall;http://www.safeamp.org/events/astorinos.html;Theatre/Performance;Performance Space;1739 Venables St, Vancouver, BC, V5L 2H3;Grandview-Woodland;Privately Owned;3000;;Yes;"{""coordinates"": [-123.0698555, 49.2769146], ""type"": ""Point""}";49.2769146, -123.0698555
2016;Back Gallery Project;http://www.backgalleryproject.com/;Museum/Gallery;Museum/Gallery;602 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;900;;Yes;"{""coordinates"": [-123.0913998, 49.2811369], ""type"": ""Point""}";49.2811369, -123.0913998
2016;BAF Studio;http://www.burrardarts.org/about.html;Museum/Gallery;Museum/Gallery;108 E Broadway Av, Vancouver, BC, V5T 1V9;Mount Pleasant;Privately Owned;2000;;Yes;"{""coordinates"": [-123.102505, 49.262669], ""type"": ""Point""}";49.262669, -123.102505
2016;Basic Inquiry;http://www.lifedrawing.org/index.html;Museum/Gallery;Museum/Gallery;1011 Main St, Vancouver, BC, V6A 4L4;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1000334, 49.2758184], ""type"": ""Point""}";49.2758184, -123.1000334
2016;Bau-Xi Gallery;www.bau-xi.com;Museum/Gallery;Museum/Gallery;3045 Granville St, Vancouver, BC, V6H 3J9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1391799, 49.258496], ""type"": ""Point""}";49.258496, -123.1391799
2016;Bill Reid Gallery;www.billreidgallery.ca;Museum/Gallery;Museum/Gallery;639 Hornby St, Vancouver, BC, V6C 2G3;Downtown;Privately Owned;9000;;Yes;"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}";49.284308, -123.119819
2016;Bloedel Conservatory;http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx;Museum/Gallery;Garden/Aquarium/Science Centre;4600 Cambie St, Vancouver, BC, V5Y 2M5;Riley Park;Vancouver Park Board/COV;19600;;Yes;"{""coordinates"": [-123.113759, 49.242077], ""type"": ""Point""}";49.242077, -123.113759
2016;BMO Theatre Centre;;Theatre/Performance;Theatre;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;44500;250;Yes;"{""coordinates"": [-123.108576, 49.270223], ""type"": ""Point""}";49.270223, -123.108576
2016;Britannia Community Services Centre Society;www.britanniacentre.org;Community Space;Community Centre/Hall;1661 Napier St, Vancouver, BC, V5L 4X4;Grandview-Woodland;City of Vancouver;;;Yes;"{""coordinates"": [-123.0737717, 49.2756486], ""type"": ""Point""}";49.2756486, -123.0737717
2016;Carnegie Centre;http://vancouver.ca/parks-recreation-culture/carnegie-community-centre.aspx;Theatre/Performance;Performance Space;401 Main St, Vancouver, BC, V6A 2T7;Downtown;City of Vancouver;40000;;Yes;"{""coordinates"": [-123.1001272, 49.281052], ""type"": ""Point""}";49.281052, -123.1001272
2016;Carousel Theatre for Young People;www.carouseltheatre.ca;Studio/Rehearsal;Rehearsal Studio;1411 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;1330;;Yes;"{""coordinates"": [-123.13523, 49.270336], ""type"": ""Point""}";49.270336, -123.13523
2016;Centre for Digital Media;www.gnwc.ca;Educational;Educational Institution;555 Great Northern Way, Vancouver, BC, V5T 1E2;Strathcona;Government;51000;;Yes;"{""coordinates"": [-123.089605, 49.267044], ""type"": ""Point""}";49.267044, -123.089605
2016;Charles H. Scott Gallery;www.chscott.ecuad.ca?;Museum/Gallery;Museum/Gallery;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;;;Yes;"{""coordinates"": [-123.132876, 49.270485], ""type"": ""Point""}";49.270485, -123.132876
2016;China Cloud;https://www.facebook.com/liveatthechinacloud/;Cafe/Restaurant/Bar;Cafe/Restaurant;524 Main St, Vancouver, BC, V6A 2T9;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.099277, 49.279979], ""type"": ""Point""}";49.279979, -123.099277
2016;Chinese Cultural Centre;www.cccvan.com?;Community Space;Community Centre/Hall;50 E Pender St, Vancouver, BC, V6A 3V6;Downtown;City of Vancouver;77000;;Yes;"{""coordinates"": [-123.1032, 49.280315], ""type"": ""Point""}";49.280315, -123.1032
2016;Christianne's Lyceum;http://www.christiannehayward.com/;Educational;Educational Institution;3696 W 8th Av, Vancouver, BC, V6R 1Z1;Kitsilano;Privately Owned;;;Yes;"{""coordinates"": [-123.1857634, 49.2652165], ""type"": ""Point""}";49.2652165, -123.1857634
2016;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio with Residence;485 W 8th Av, Vancouver, BC, V5Y 3Z5;Mount Pleasant;Privately Owned;1100;;Yes;"{""coordinates"": [-123.1138, 49.2641907], ""type"": ""Point""}";49.2641907, -123.1138
2016;Clayzone Ceramics Gallery;www.clayzoneceramics.com;Educational;Educational Institution;661 E 15th Av, Vancouver, BC,;Mount Pleasant;Privately Owned;750;;Yes;"{""coordinates"": [-123.08964, 49.2571788], ""type"": ""Point""}";49.2571788, -123.08964
2016;Coal Harbour Community Centre;http://vancouver.ca/parks-recreation-culture/coal-harbour-community-centre.aspx;Community Space;Community Centre/Hall;480 Broughton St, Vancouver, BC, V6G 3H4;Downtown;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.125885091572, 49.2901651976341], ""type"": ""Point""}";49.2901651976341, -123.125885091572
2016;Core Live/Work Studios;www.chf.bc.ca;Studio/Rehearsal;Artist Studio with Residence;275 Alexander St, Vancouver, BC, V6A 1C2;Strathcona;City of Vancouver;4500;;Yes;"{""coordinates"": [-123.0985607, 49.2841198], ""type"": ""Point""}";49.2841198, -123.0985607
2016;Creekside Park;;Community Space;Plaza/Park/Band Shell;1455 Quebec St, Vancouver, BC, V6A 3Z7;Downtown;City of Vancouver;177518;;Yes;"{""coordinates"": [-123.10319, 49.274159], ""type"": ""Point""}";49.274159, -123.10319
2016;Crystal Ballroom;www.crystalballrom.ca;Educational;Educational Institution;768 SW Marine Dr, Vancouver, BC, V6P 5Y7;Marpole;Privately Owned;5000;;Yes;"{""coordinates"": [-123.1230434, 49.207191], ""type"": ""Point""}";49.207191, -123.1230434
2016;David Lam Park;;Community Space;Plaza/Park/Band Shell;1300 Pacific Blvd, Vancouver, BC, V6Z 2V1;Downtown;City of Vancouver;467154;;Yes;"{""coordinates"": [-123.1241736, 49.2724252], ""type"": ""Point""}";49.2724252, -123.1241736
2016;DeSerres;http://www.deserres.ca/;Other;Retail;1431 W Broadway St, Vancouver, BC, V6H 1H6;Hastings-Sunrise;Privately Owned;;;Yes;"{""coordinates"": [-123.136982, 49.236965], ""type"": ""Point""}";49.236965, -123.136982
2016;DeSerres;http://www.deserres.ca/;Other;Retail;2811 Grandview Hwy, Vancouver, BC, V5M 2E1;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.046215, 49.258426], ""type"": ""Point""}";49.258426, -123.046215
2016;Douglas Udell Gallery;www.douglasudellgallery.com?;Museum/Gallery;Museum/Gallery;1558 W 6th Av, Vancouver, BC, V6J 1R2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1399725, 49.2661804], ""type"": ""Point""}";49.2661804, -123.1399725
2016;Dr. Sun Yat-Sen Classical Chinese Garden;www.vancouverchinesegarden.com?;Museum/Gallery;Garden/Aquarium/Science Centre;578 Carrall St, Vancouver, BC, V6B 5K2;Downtown;City of Vancouver;5500;;Yes;"{""coordinates"": [-123.104168, 49.279983], ""type"": ""Point""}";49.279983, -123.104168
2016;eatArt;http://eatart.org/;Studio/Rehearsal;Artist Studio;882 Cordova St, Vancouver, BC, V6A 1M4;Strathcona;Privately Owned;3000;;Yes;"{""coordinates"": [-123.085078, 49.281749], ""type"": ""Point""}";49.281749, -123.085078
2016;Emily Carr Institute of Art + Design;www.ecuad.ca;Educational;Educational Institution;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;198692;;Yes;"{""coordinates"": [-123.132857, 49.270461], ""type"": ""Point""}";49.270461, -123.132857
2016;Equinox Gallery;www.equinoxgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;14000;;Yes;"{""coordinates"": [-123.09226, 49.267609], ""type"": ""Point""}";49.267609, -123.09226
2016;False Creek Community Centre;http://www.falsecreekcc.ca/;Community Space;Community Centre/Hall;1318 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.134020271425, 49.269397070325], ""type"": ""Point""}";49.269397070325, -123.134020271425
2016;Famee Furlane of Vancouver;http://www.fameefurlanevancouver.com/;Community Space;Community Centre/Hall;2605 E Pender St, Vancouver, BC, V5K 2B6;Hastings-Sunrise;Privately Owned;3800;;Yes;"{""coordinates"": [-123.051665, 49.280412], ""type"": ""Point""}";49.280412, -123.051665
2016;Federation Gallery;http://artists.ca/federation_gallery;Museum/Gallery;Museum/Gallery;1241 Cartwright St, Vancouver, BC, V6H 4B7;Fairview;Privately Owned;1200;;Yes;"{""coordinates"": [-123.13225, 49.269582], ""type"": ""Point""}";49.269582, -123.13225
2016;Firehall Arts Centre;www.firehallartscentre.ca?;Theatre/Performance;Theatre;280 E Cordova St, Vancouver, BC, V6A 1L3;Strathcona;City of Vancouver;12386;136;Yes;"{""coordinates"": [-123.097921, 49.282083], ""type"": ""Point""}";49.282083, -123.097921
2016;Forge and Form;www.forgeandform.com;Studio/Rehearsal;Artist Studio;1334 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;;;Yes;"{""coordinates"": [-123.1343033, 49.2698934], ""type"": ""Point""}";49.2698934, -123.1343033
2016;Fox Cabaret;http://www.foxcabaret.com/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;2321 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1014108, 49.2642396], ""type"": ""Point""}";49.2642396, -123.1014108
2016;Frederic Wood Theatre;http://www.theatre.ubc.ca/facilities_images.shtml;Theatre/Performance;Theatre;6354 Crescent Rd, Vancouver, BC, V6T 1Z2;UBC;Government;;400;Yes;"{""coordinates"": [-123.2572691, 49.268215], ""type"": ""Point""}";49.268215, -123.2572691
2016;Gallery 295;http://gallery295.com/295/;Museum/Gallery;Museum/Gallery;295 E 2nd Ave, Vancouver, BC, V5T 1B8;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0981191, 49.2680645], ""type"": ""Point""}";49.2680645, -123.0981191
2016;Gallery of BC Ceramics;http://www.bcpotters.com/Gallery/index.php;Museum/Gallery;Museum/Gallery;1359 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Non-Profit;;;Yes;"{""coordinates"": [-123.134283, 49.270046], ""type"": ""Point""}";49.270046, -123.134283
2016;GMS Observatory;http://www.spacecentre.ca/gms;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;2811;;Yes;"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}";49.276261, -123.144436
2016;Gordon Neighbourhood house;http://gordonhouse.org/;Community Space;Community Centre/Hall;1019 Broughton St, Vancouver, BC, V6G 2A7;West End;Non-Profit;;;Yes;"{""coordinates"": [-123.1337018, 49.2856642], ""type"": ""Point""}";49.2856642, -123.1337018
2016;Granville Fine Arts;www.granvillefineart.com?;Museum/Gallery;Museum/Gallery;2447 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1386339, 49.2638926], ""type"": ""Point""}";49.2638926, -123.1386339
2016;Granville Island;;Community Space;Plaza/Park/Band Shell;Granville Island, Vancouver, BC;Fairview;Government;;;Yes;"{""coordinates"": [-123.134845, 49.269463], ""type"": ""Point""}";49.269463, -123.134845
2016;Granville Island Gallery;www.granvilleislandgallery.com?;Museum/Gallery;Museum/Gallery;1494 Old Bridge St, Vancouver, BC, V6H 3S6;Fairview;Government;;;Yes;"{""coordinates"": [-123.134769, 49.270213], ""type"": ""Point""}";49.270213, -123.134769
2016;Granville Street/ Entertainment District;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.11966, 49.281457], ""type"": ""Point""}";49.281457, -123.11966
2016;Green Thumb Theatre for Young People - Studio 1;www.greenthumb.bc.ca;Studio/Rehearsal;Rehearsal Studio;5560 Mckinnon St, Vancouver, BC, V5R 0B6;Renfrew-Collingwood;Privately Owned;2030;;Yes;"{""coordinates"": [-123.038613, 49.234069], ""type"": ""Point""}";49.234069, -123.038613
2016;Harbour Dance Center;http://www.harbourdance.com/;Studio/Rehearsal;Rehearsal Studio;927 Granville St, Vancouver, BC, V6Z 1L3;Downtown;Privately Owned;9781;;Yes;"{""coordinates"": [-123.1221484, 49.2799092], ""type"": ""Point""}";49.2799092, -123.1221484
2016;Harrison Galleries;www.harrisongalleries.com;Museum/Gallery;Museum/Gallery;901 Homer St, Vancouver, BC, V6B 2W6;Downtown;Privately Owned;4500;;Yes;"{""coordinates"": [-123.1184779, 49.2784569], ""type"": ""Point""}";49.2784569, -123.1184779
2016;Hastings Community Centre;https://vancouver.ca/parks-recreation-culture/hastings-community-centre.aspx;Community Space;Community Centre/Hall;3096 E Hastings St, Vancouver, BC, V5K 2A3;Hastings-Sunrise;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.039369, 49.280678], ""type"": ""Point""}";49.280678, -123.039369
2016;Haywood Bandstand;;Community Space;Plaza/Park/Band Shell;1755 Beach Av, Vancouver, BC,;West End;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.141944, 49.285278], ""type"": ""Point""}";49.285278, -123.141944
2016;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}";49.2654685, -123.1389124
2016;Holy Trinity Ukrainian Orthodox Cathedral;http://uocvancouver.com/;Community Space;Place of Worship;154 E 10th Av, Vancouver, BC, V5T 1Z4;Mount Pleasant;Other;;250;Yes;"{""coordinates"": [-123.1021053, 49.2617605], ""type"": ""Point""}";49.2617605, -123.1021053
2016;Improv Centre;www.vtsl.com;Theatre/Performance;Performance Space;1502 Duranleau St, Vancouver, BC, V6H 3S4;Fairview;Government;2188;186;Yes;"{""coordinates"": [-123.136248, 49.270764], ""type"": ""Point""}";49.270764, -123.136248
2016;Jericho Arts Centre;www.jerichoartscentre.com?;Theatre/Performance;Theatre;1675 Discovery St, Vancouver, BC, V6R 2K5;West Point Grey;Vancouver Park Board/COV;5000;135;Yes;"{""coordinates"": [-123.202893, 49.272369], ""type"": ""Point""}";49.272369, -123.202893
2016;Jericho Beach;;Community Space;Plaza/Park/Band Shell;3941 Point Grey Rd., Vancouver, BC, V6R 1B5;West Point Grey;City of Vancouver;250799;;Yes;"{""coordinates"": [-123.1912389, 49.2711948], ""type"": ""Point""}";49.2711948, -123.1912389
